name,url,country,iata,value,label,id
Joint-Stock Holding Co. Aviation Commercial,joint-stock-holding-co-aviation-commercial-aoc,ru,J6 ,Joint-Stock Holding Co. Aviation Commercial (J6/AOC),Joint-Stock Holding Co. Aviation Commercial (J6/AOC),71
Alitalia Express,alitalia-express-smx,it,XM ,Alitalia Express (XM/SMX),Alitalia Express (XM/SMX),715
Australian Air Express,australian-air-express-xme,au,XM ,Australian Air Express (XM/XME),Australian Air Express (XM/XME),863
AOM French Airlines,aom-french-airlines-aom,fr,IW ,AOM French Airlines (IW/AOM),AOM French Airlines (IW/AOM),1156
Wings Air,wings-air-won,id,IW ,Wings Air (IW/WON),Wings Air (IW/WON),1427
Sriwijaya Air,sriwijaya-air-sjy,id,SJ ,Sriwijaya Air (SJ/SJY),Sriwijaya Air (SJ/SJY),1275
Kiwi International Air Lines,kiwi-international-air-lines-kia,us,KP ,Kiwi International Air Lines (KP/KIA),Kiwi International Air Lines (KP/KIA),435
Interisland Airways,interisland-airways-iwy,tc,JY ,Interisland Airways (JY/IWY),Interisland Airways (JY/IWY),403
Air New Zealand,air-new-zealand-anz,nz,NZ ,Air New Zealand (NZ/ANZ),Air New Zealand (NZ/ANZ),70
Air Nelson,air-nelson-rlk,nz,NZ ,Air Nelson (NZ/RLK),Air Nelson (NZ/RLK),1257
Eagle Airways,eagle-airways-eag,nz,NZ ,Eagle Airways (NZ/EAG),Eagle Airways (NZ/EAG),1405
Mount Cook Airline,mount-cook-airline-nzm,nz,NM ,Mount Cook Airline (NM/NZM),Mount Cook Airline (NM/NZM),575
Air Tanzania,air-tanzania-atc,tz,TC ,Air Tanzania (TC/ATC),Air Tanzania (TC/ATC),84
Tbilaviamsheni,tbilaviamsheni-vnz,ge,L6 ,Tbilaviamsheni (L6/VNZ),Tbilaviamsheni (L6/VNZ),845
Jetconnect,jetconnect-qnz,nz,QF ,Jetconnect (QF/QNZ),Jetconnect (QF/QNZ),1555
Axis Airways,axis-airways-axy,fr,6V ,Axis Airways (6V/AXY),Axis Airways (6V/AXY),894
AVI,avi-vga,us,6V ,AVI (6V/VGA),AVI (6V/VGA),1063
Asia Overnight Express Corporation,asia-overnight-express-corporation-aot,ph,OE ,Asia Overnight Express Corporation (OE/AOT),Asia Overnight Express Corporation (OE/AOT),73
Wideroe,wideroe-wif,no,WF ,Wideroe (WF/WIF),Wideroe (WF/WIF),832
Go Fly,go-fly-goe,gb,GO ,Go Fly (GO/GOE),Go Fly (GO/GOE),334
Porter Airlines,porter-airlines-poe,ca,PD ,Porter Airlines (PD/POE),Porter Airlines (PD/POE),1315
Orient Thai Airlines,orient-thai-airlines-oea,th,OX ,Orient Thai Airlines (OX/OEA),Orient Thai Airlines (OX/OEA),583
Phoenix Aviation,phoenix-aviation-phg,kg,P3 ,Phoenix Aviation (P3/PHG),Phoenix Aviation (P3/PHG),608
Transcaraibes Air International,transcaraibes-air-international-noe,fr,DZ ,Transcaraibes Air International (DZ/NOE),Transcaraibes Air International (DZ/NOE),568
Orient Eagle Airways,orient-eagle-airways-oeg,kz,4R ,Orient Eagle Airways (4R/OEG),Orient Eagle Airways (4R/OEG),1006
Aeroejecutivo,aeroejecutivo-ajo,mx,SX ,Aeroejecutivo (SX/AJO),Aeroejecutivo (SX/AJO),46
SNCF,sncf-tgv,fr,2C ,SNCF (2C/TGV),SNCF (2C/TGV),1039
Arrow Air,arrow-air-apw,us,JW ,Arrow Air (JW/APW),Arrow Air (JW/APW),75
Skippers Aviation,skippers-aviation-jw0,au,JW ,Skippers Aviation (JW/JW0),Skippers Aviation (JW/JW0),1487
AirAsia Japan,airasia-japan-waj,jp,JW ,AirAsia Japan (JW/WAJ),AirAsia Japan (JW/WAJ),1611
"Aires, Aerovias de Integracion Regional",aires-aerovias-de-integracion-regional-are,co,4C ,"Aires, Aerovias de Integracion Regional (4C/ARE)","Aires, Aerovias de Integracion Regional (4C/ARE)",886
Tashkent Aircraft Production Corporation,tashkent-aircraft-production-corporation-ctp,uz,4C ,Tashkent Aircraft Production Corporation (4C/CTP),Tashkent Aircraft Production Corporation (4C/CTP),918
Alaska Airlines,alaska-airlines-asa,us,AS ,Alaska Airlines (AS/ASA),Alaska Airlines (AS/ASA),79
Florida Coastal Airlines,florida-coastal-airlines-fcl,us,PA ,Florida Coastal Airlines (PA/FCL),Florida Coastal Airlines (PA/FCL),297
Scandinavian Airlines,scandinavian-airlines-sas,se,SK ,Scandinavian Airlines (SK/SAS),Scandinavian Airlines (SK/SAS),677
Aerolineas Argentinas,aerolineas-argentinas-arg,ar,AR ,Aerolineas Argentinas (AR/ARG),Aerolineas Argentinas (AR/ARG),78
Air Marshall Islands,air-marshall-islands-mrs,mh,CW ,Air Marshall Islands (CW/MRS),Air Marshall Islands (CW/MRS),533
MALEV Hungarian Airlines,malev-hungarian-airlines-mah,hu,MA ,MALEV Hungarian Airlines (MA/MAH),MALEV Hungarian Airlines (MA/MAH),505
Qatar Airways,qatar-airways-qtr,qa,QR ,Qatar Airways (QR/QTR),Qatar Airways (QR/QTR),634
Jetstar Airways,jetstar-airways-jst,au,JQ ,Jetstar Airways (JQ/JST),Jetstar Airways (JQ/JST),419
Varig,varig-vrg,br,RG ,Varig (RG/VRG),Varig (RG/VRG),849
Garuda Indonesia,garuda-indonesia-gia,id,GA ,Garuda Indonesia (GA/GIA),Garuda Indonesia (GA/GIA),327
Tunisair,tunisair-tar,tn,TU ,Tunisair (TU/TAR),Tunisair (TU/TAR),754
Arik Air,arik-air-ara,ng,W3 ,Arik Air (W3/ARA),Arik Air (W3/ARA),1226
Swiftair,swiftair-swt,es,W3 ,Swiftair (W3/SWT),Swiftair (W3/SWT),1615
Royal Airlines,royal-airlines-roy,ca,QN ,Royal Airlines (QN/ROY),Royal Airlines (QN/ROY),1362
Aeronaves Queen,aeronaves-queen-qna,do,OQ ,Aeronaves Queen (OQ/QNA),Aeronaves Queen (OQ/QNA),632
ATA Aerocondor Transportes Aéreos,ata-aerocondor-transportes-areos-ard,pt,2B ,ATA Aerocondor Transportes Aéreos (2B/ARD),ATA Aerocondor Transportes Aéreos (2B/ARD),885
Ak Bars Aero,ak-bars-aero-bgm,ru,2B ,Ak Bars Aero (2B/BGM),Ak Bars Aero (2B/BGM),1638
Air Sinai,air-sinai-asd,eg,4D ,Air Sinai (4D/ASD),Air Sinai (4D/ASD),887
Air St. Pierre,air-st-pierre-spm,pm,PJ ,Air St. Pierre (PJ/SPM),Air St. Pierre (PJ/SPM),720
Jet Aviation Business Jets,jet-aviation-business-jets-pjs,ch,PP ,Jet Aviation Business Jets (PP/PJS),Jet Aviation Business Jets (PP/PJS),613
Peach,peach-apj,jp,MM ,Peach (MM/APJ),Peach (MM/APJ),1564
Corendon Dutch Airlines,corendon-dutch-airlines-cnd,nl,CD ,Corendon Dutch Airlines (CD/CND),Corendon Dutch Airlines (CD/CND),1337
KLM Royal Dutch Airlines,klm-royal-dutch-airlines-klm,nl,KL ,KLM Royal Dutch Airlines (KL/KLM),KLM Royal Dutch Airlines (KL/KLM),440
Thomas Cook Airlines UK,thomas-cook-airlines-uk-tcx,gb,MT ,Thomas Cook Airlines UK (MT/TCX),Thomas Cook Airlines UK (MT/TCX),761
Latcharter,latcharter-ltc,lv,6Y ,Latcharter (6Y/LTC),Latcharter (6Y/LTC),985
Dutch Caribbean Airline,dutch-caribbean-airline-dce,an,K8 ,Dutch Caribbean Airline (K8/DCE),Dutch Caribbean Airline (K8/DCE),227
Astrakhan Airlines,astrakhan-airlines-asz,ru,OB ,Astrakhan Airlines (OB/ASZ),Astrakhan Airlines (OB/ASZ),82
Boliviana de Aviacion,boliviana-de-aviacion-bov,bo,OB ,Boliviana de Aviacion (OB/BOV),Boliviana de Aviacion (OB/BOV),1296
Flyglobespan,flyglobespan-gsm,gb,Y2 ,Flyglobespan (Y2/GSM),Flyglobespan (Y2/GSM),1230
Sobelair,sobelair-slr,be,Q7 ,Sobelair (Q7/SLR),Sobelair (Q7/SLR),1385
Globus,globus-glp,ru,GH ,Globus (GH/GLP),Globus (GH/GLP),1423
Air Mobility Command,air-mobility-command-rch,us,MC ,Air Mobility Command (MC/RCH),Air Mobility Command (MC/RCH),639
Dobrolet Airlines,dobrolet-airlines-dob,ru,G2 ,Dobrolet Airlines (G2/DOB),Dobrolet Airlines (G2/DOB),242
EVA Airways,eva-airways-eva,tw,BR ,EVA Airways (BR/EVA),EVA Airways (BR/EVA),281
Evergreen International Airlines,evergreen-international-airlines-eia,us,EZ ,Evergreen International Airlines (EZ/EIA),Evergreen International Airlines (EZ/EIA),259
Sevenair,sevenair-sen,tn,UG ,Sevenair (UG/SEN),Sevenair (UG/SEN),798
Nuevo Continente,nuevo-continente-acq,pe,N6 ,Nuevo Continente (N6/ACQ),Nuevo Continente (N6/ACQ),15
Lagun Air,lagun-air-jev,es,N7 ,Lagun Air (N7/JEV),Lagun Air (N7/JEV),412
Severstal Air Company,severstal-air-company-ssf,ru,D2 ,Severstal Air Company (D2/SSF),Severstal Air Company (D2/SSF),1314
Salaam Express Air Srevices,salaam-express-air-srevices-sek,ke,N8 ,Salaam Express Air Srevices (N8/SEK),Salaam Express Air Srevices (N8/SEK),690
Air Burkina,air-burkina-vbw,bf,2J ,Air Burkina (2J/VBW),Air Burkina (2J/VBW),1062
Airlines Of Tasmania,airlines-of-tasmania-atm,au,FO ,Airlines Of Tasmania (FO/ATM),Airlines Of Tasmania (FO/ATM),86
Western NSW Airlines,western-nsw-airlines-fo0,au,FO ,Western NSW Airlines (FO/FO0),Western NSW Airlines (FO/FO0),1606
Royal Air Force,royal-air-force-rfr,gb,RR ,Royal Air Force (RR/RFR),Royal Air Force (RR/RFR),642
Freedom Air,freedom-air-fom,nz,SJ ,Freedom Air (SJ/FOM),Freedom Air (SJ/FOM),1301
German Air Force,german-air-force-gaf,de,   ,German Air Force (/GAF),German Air Force (/GAF),1398
US Air Force,us-air-force-a00,us,   ,US Air Force (/A00),US Air Force (/A00),1335
Aero California,aero-california-ser,mx,JR ,Aero California (JR/SER),Aero California (JR/SER),691
Air Foyle,air-foyle-upa,gb,GS ,Air Foyle (GS/UPA),Air Foyle (GS/UPA),817
Aerotrans Airlines,aerotrans-airlines-pfo,cy,6F ,Aerotrans Airlines (6F/PFO),Aerotrans Airlines (6F/PFO),1013
Four Star Aviation,four-star-aviation-fsc,us,HK ,Four Star Aviation (HK/FSC),Four Star Aviation (HK/FSC),314
Air Transport International,air-transport-international-atn,us,8C ,Air Transport International (8C/ATN),Air Transport International (8C/ATN),890
Calm Air International,calm-air-international-cav,ca,MO ,Calm Air International (MO/CAV),Calm Air International (MO/CAV),167
Montana Austria,montana-austria-moa,at,MO ,Montana Austria (MO/MOA),Montana Austria (MO/MOA),1106
Abu Dhabi Amiri Flight,abu-dhabi-amiri-flight-auh,ae,MO ,Abu Dhabi Amiri Flight (MO/AUH),Abu Dhabi Amiri Flight (MO/AUH),89
Malmo Aviation,malmo-aviation-scw,se,TF ,Malmo Aviation (TF/SCW),Malmo Aviation (TF/SCW),684
VIM Airlines,vim-airlines-mov,ru,NN ,VIM Airlines (NN/MOV),VIM Airlines (NN/MOV),528
Montenegro Airlines,montenegro-airlines-mgx,yu,YM ,Montenegro Airlines (YM/MGX),Montenegro Airlines (YM/MGX),519
Domodedovo Airlines Joint Stock Aircompany,domodedovo-airlines-joint-stock-aircompany-dmo,ru,E3 ,Domodedovo Airlines Joint Stock Aircompany (E3/DMO),Domodedovo Airlines Joint Stock Aircompany (E3/DMO),240
MIAT Mongolian Airlines,miat-mongolian-airlines-mgl,mn,OM ,MIAT Mongolian Airlines (OM/MGL),MIAT Mongolian Airlines (OM/MGL),518
Nordavia,nordavia-aul,ru,5N ,Nordavia (5N/AUL),Nordavia (5N/AUL),891
Aeroflot-Nord,aeroflot-nord-aul,ru,5N ,Aeroflot-Nord (5N/AUL),Aeroflot-Nord (5N/AUL),1540
TCI Skyking,tci-skyking-ski,us,RU ,TCI Skyking (RU/SKI),TCI Skyking (RU/SKI),707
Cyprus Airways,cyprus-airways-cyp,cy,CY ,Cyprus Airways (CY/CYP),Cyprus Airways (CY/CYP),220
AirUK,airuk-uka,gb,UK ,AirUK (UK/UKA),AirUK (UK/UKA),1139
SN Brussels Airlines,sn-brussels-airlines-dat,be,SN ,SN Brussels Airlines (SN/DAT),SN Brussels Airlines (SN/DAT),1094
Belavia,belavia-bru,by,B2 ,Belavia (B2/BRU),Belavia (B2/BRU),147
Cirrus Airlines,cirrus-airlines-rus,de,C9 ,Cirrus Airlines (C9/RUS),Cirrus Airlines (C9/RUS),664
Gemini Air Cargo,gemini-air-cargo-gco,us,GR ,Gemini Air Cargo (GR/GCO),Gemini Air Cargo (GR/GCO),321
Air Greenland,air-greenland-grl,gl,GL ,Air Greenland (GL/GRL),Air Greenland (GL/GRL),336
Kaliningradavia,kaliningradavia-kni,ru,KD ,Kaliningradavia (KD/KNI),Kaliningradavia (KD/KNI),443
Great Lakes Aviation,great-lakes-aviation-gla,us,ZK ,Great Lakes Aviation (ZK/GLA),Great Lakes Aviation (ZK/GLA),329
Lineas Aereas Allegro,lineas-aereas-allegro-gro,mx,LL ,Lineas Aereas Allegro (LL/GRO),Lineas Aereas Allegro (LL/GRO),338
Thai AirAsia,thai-airasia-aiq,th,FD ,Thai AirAsia (FD/AIQ),Thai AirAsia (FD/AIQ),1077
Air Atlantique,air-atlantique-aag,gb,7M ,Air Atlantique (7M/AAG),Air Atlantique (7M/AAG),1411
Air Atlantique,air-atlantique-abp,fr,V6 ,Air Atlantique (V6/ABP),Air Atlantique (V6/ABP),1412
Mocambique Expresso,mocambique-expresso-mxe,mz,   ,Mocambique Expresso (/MXE),Mocambique Expresso (/MXE),1578
Austrian Airlines,austrian-airlines-aua,at,OS ,Austrian Airlines (OS/AUA),Austrian Airlines (OS/AUA),87
Rossiya,rossiya-sdm,ru,FV ,Rossiya (FV/SDM),Rossiya (FV/SDM),687
Crossair,crossair-crx,ch,LX ,Crossair (LX/CRX),Crossair (LX/CRX),1282
Neos,neos-nos,it,NO ,Neos (NO/NOS),Neos (NO/NOS),569
Vladivostok Air,vladivostok-air-vlk,ru,XF ,Vladivostok Air (XF/VLK),Vladivostok Air (XF/VLK),840
Windrose Airlines,windrose-airlines-wrc,ua,7W ,Windrose Airlines (7W/WRC),Windrose Airlines (7W/WRC),1165
Lip-Air,lip-air-ati,au,HC ,Lip-Air (HC/ATI),Lip-Air (HC/ATI),85
Star1 Airlines,star1-airlines-hcw,lt,V9 ,Star1 Airlines (V9/HCW),Star1 Airlines (V9/HCW),1204
Helios Airways,helios-airways-hcy,cy,ZU ,Helios Airways (ZU/HCY),Helios Airways (ZU/HCY),348
CHC Helikopter Service,chc-helikopter-service-hks,no,L5 ,CHC Helikopter Service (L5/HKS),CHC Helikopter Service (L5/HKS),355
Redhill Aviation,redhill-aviation-rhc,gb,8L ,Redhill Aviation (8L/RHC),Redhill Aviation (8L/RHC),1019
Caribair,caribair-cbc,do,B9 ,Caribair (B9/CBC),Caribair (B9/CBC),1571
Air Vanuatu,air-vanuatu-avn,vu,NF ,Air Vanuatu (NF/AVN),Air Vanuatu (NF/AVN),99
Braniff International Airways,braniff-international-airways-bnf,us,BN ,Braniff International Airways (BN/BNF),Braniff International Airways (BN/BNF),1221
Sunflower Airlines,sunflower-airlines-suf,fj,PI ,Sunflower Airlines (PI/SUF),Sunflower Airlines (PI/SUF),1532
Panafrican Airways,panafrican-airways-pnf,ci,PQ ,Panafrican Airways (PQ/PNF),Panafrican Airways (PQ/PNF),618
Austral Lineas Aereas,austral-lineas-aereas-aut,ar,AU ,Austral Lineas Aereas (AU/AUT),Austral Lineas Aereas (AU/AUT),92
Ukraine International Airlines,ukraine-international-airlines-aui,ua,PS ,Ukraine International Airlines (PS/AUI),Ukraine International Airlines (PS/AUI),90
V Australia,v-australia-vau,au,VA ,V Australia (VA/VAU),V Australia (VA/VAU),1130
Avianova,avianova-net,ru,AO ,Avianova (AO/NET),Avianova (AO/NET),1174
Aviaco,aviaco-ayc,es,AO ,Aviaco (AO/AYC),Aviaco (AO/AYC),1127
Australian Airlines,australian-airlines-auz,au,AO ,Australian Airlines (AO/AUZ),Australian Airlines (AO/AUZ),93
Lao Airlines,lao-airlines-lao,la,QV ,Lao Airlines (QV/LAO),Lao Airlines (QV/LAO),458
Juneyao Airlines,juneyao-airlines-dkh,cn,HO ,Juneyao Airlines (HO/DKH),Juneyao Airlines (HO/DKH),1368
Polynesian,polynesian-pao,ws,PH ,Polynesian (PH/PAO),Polynesian (PH/PAO),598
Transportes Aeromar,transportes-aeromar-tao,mx,VW ,Transportes Aeromar (VW/TAO),Transportes Aeromar (VW/TAO),752
Flybe Nordic,flybe-nordic-fcm,fi,BE ,Flybe Nordic (BE/FCM),Flybe Nordic (BE/FCM),1440
Northwest Airlines,northwest-airlines-nwa,us,NW ,Northwest Airlines (NW/NWA),Northwest Airlines (NW/NWA),572
Norwegian Air International,norwegian-air-international-ibk,no,D8 ,Norwegian Air International (D8/IBK),Norwegian Air International (D8/IBK),1644
TUI Fly Nordic,tui-fly-nordic-blx,se,6B ,TUI Fly Nordic (6B/BLX),TUI Fly Nordic (6B/BLX),900
Novair,novair-nvr,se,1I ,Novair (1I/NVR),Novair (1I/NVR),1001
Blue Panorama Airlines,blue-panorama-airlines-bpa,it,BV ,Blue Panorama Airlines (BV/BPA),Blue Panorama Airlines (BV/BPA),143
Avianca,avianca-ava,co,AV ,Avianca (AV/AVA),Avianca (AV/AVA),95
UTair Aviation,utair-aviation-uta,ru,UT ,UTair Aviation (UT/UTA),UTair Aviation (UT/UTA),778
Transavia.com,transavia-tra,nl,HV ,Transavia.com (HV/TRA),Transavia.com (HV/TRA),787
Air Link,air-link-dr0,au,DR ,Air Link (DR/DR0),Air Link (DR/DR0),1602
City Airline,city-airline-sdr,se,CF ,City Airline (CF/SDR),City Airline (CF/SDR),689
Druk Air Corporation,druk-air-corporation-drk,bt,KB ,Druk Air Corporation (KB/DRK),Druk Air Corporation (KB/DRK),244
Air Madrid,air-madrid-dri,es,NM ,Air Madrid (NM/DRI),Air Madrid (NM/DRI),243
Alrosa Mirny Air Enterprise,alrowa-mirny-air-enterprise-dru,ru,6R ,Alrosa Mirny Air Enterprise (6R/DRU),Alrosa Mirny Air Enterprise (6R/DRU),1536
Fuji Dream Airlines,fuji-dream-airlines-fda,jp,JH ,Fuji Dream Airlines (JH/FDA),Fuji Dream Airlines (JH/FDA),1613
Aeroline,aeroline-awu,de,7E ,Aeroline (7E/AWU),Aeroline (7E/AWU),892
Air Exel Netherlands,air-exel-netherlands-axl,nl,XT ,Air Exel Netherlands (XT/AXL),Air Exel Netherlands (XT/AXL),102
NextJet,nextjet-ntj,se,2N ,NextJet (2N/NTJ),NextJet (2N/NTJ),1083
Dexter Airlines,dexter-airlines-dxt,ru,   ,Dexter Airlines (/DXT),Dexter Airlines (/DXT),1474
Coastal Air Transport,coastal-air-transport-cxt,us,DQ ,Coastal Air Transport (DQ/CXT),Coastal Air Transport (DQ/CXT),219
Air India Express,air-india-express-axb,in,IX ,Air India Express (IX/AXB),Air India Express (IX/AXB),1120
Clubair Sixgo,clubair-sixgo-isg,it,6P ,Clubair Sixgo (6P/ISG),Clubair Sixgo (6P/ISG),962
City Connexion Airlines,city-connexion-airlines-cix,bi,G3 ,City Connexion Airlines (G3/CIX),City Connexion Airlines (G3/CIX),186
Air Caraibes,air-caraibes-fwi,fr,TX ,Air Caraibes (TX/FWI),Air Caraibes (TX/FWI),317
JetX Airlines,jetx-airlines-jxx,is,GX ,JetX Airlines (GX/JXX),JetX Airlines (GX/JXX),422
IMAIR Airline,imair-airline-itx,az,IK ,IMAIR Airline (IK/ITX),IMAIR Airline (IK/ITX),400
Transaviaexport Cargo Airline,transaviaexport-cargo-airline-txc,by,AL ,Transaviaexport Cargo Airline (AL/TXC),Transaviaexport Cargo Airline (AL/TXC),804
UTair Express,utair-express-utx,ru,UR ,UTair Express (UR/UTX),UTair Express (UR/UTX),1635
Air Bridge Carriers,air-bridge-carriers-ak0,gb,AK ,Air Bridge Carriers (AK/AK0),Air Bridge Carriers (AK/AK0),1459
Yakutia Airlines,yakutia-airlines-syl,ru,R3 ,Yakutia Airlines (R3/SYL),Yakutia Airlines (R3/SYL),1414
Laker Airways,laker-airways-lkr,us,GK ,Laker Airways (GK/LKR),Laker Airways (GK/LKR),1306
Slovak Airlines,slovak-airlines-sll,sk,6Q ,Slovak Airlines (6Q/SLL),Slovak Airlines (6Q/SLL),1029
MAT Macedonian Airlines,mat-macedonian-airlines-mak,mk,IN ,MAT Macedonian Airlines (IN/MAK),MAT Macedonian Airlines (IN/MAK),506
Air Kazakstan,air-kazakstan-kzk,kz,9Y ,Air Kazakstan (9Y/KZK),Air Kazakstan (9Y/KZK),977
Sakhalinskie Aviatrassy,sakhalinskie-aviatrassy-shu,ru,HZ ,Sakhalinskie Aviatrassy (HZ/SHU),Sakhalinskie Aviatrassy (HZ/SHU),702
Air Wales,air-wales-aww,gb,6G ,Air Wales (6G/AWW),Air Wales (6G/AWW),893
Asian Express Airlines,asian-express-airlines-axf,au,HJ ,Asian Express Airlines (HJ/AXF),Asian Express Airlines (HJ/AXF),100
Thai Jet International,thai-jet-international-thj,th,A0 ,Thai Jet International (A0/THJ),Thai Jet International (A0/THJ),1
Cosmos Air,cosmos-air-aze,de,ZE ,Cosmos Air (ZE/AZE),Cosmos Air (ZE/AZE),106
Lineas Aereas Azteca,lineas-aereas-azteca-lcd,mx,ZE ,Lineas Aereas Azteca (ZE/LCD),Lineas Aereas Azteca (ZE/LCD),465
Eastar Jet,eastar-jet-esr,kr,ZE ,Eastar Jet (ZE/ESR),Eastar Jet (ZE/ESR),1554
Czech Airlines,czech-airlines-csa,cz,OK ,Czech Airlines (OK/CSA),Czech Airlines (OK/CSA),205
Eastern Airways,eastern-airways-eze,gb,T3 ,Eastern Airways (T3/EZE),Eastern Airways (T3/EZE),289
Zest Airways,zest-airways-rit,ph,Z2 ,Zest Airways (Z2/RIT),Zest Airways (Z2/RIT),1159
Jazeera Airways,jazeera-airways-jzr,kw,J9 ,Jazeera Airways (J9/JZR),Jazeera Airways (J9/JZR),1270
Cruzeiro do Sul,cruzeiro-do-sul-crz,br,SC ,Cruzeiro do Sul (SC/CRZ),Cruzeiro do Sul (SC/CRZ),1228
Alitalia,alitalia-aza,it,AZ ,Alitalia (AZ/AZA),Alitalia (AZ/AZA),105
Balkan,balkan-laz,bg,LZ ,Balkan (LZ/LAZ),Balkan (LZ/LAZ),462
Viva Air,viva-air-viv,es,FV ,Viva Air (FV/VIV),Viva Air (FV/VIV),1347
Flugfelag Vestmannaeyja,flugfelag-vestmannaeyja-fvm,is,   ,Flugfelag Vestmannaeyja (/FVM),Flugfelag Vestmannaeyja (/FVM),1607
BRA,bra-brx,se,DC ,BRA (DC/BRX),BRA (DC/BRX),1648
Regional Express Airlines,regional-express-airlines-rxa,au,ZL ,Regional Express Airlines (ZL/RXA),Regional Express Airlines (ZL/RXA),1081
Orbit Express Airlines,orbit-express-airlines-orx,tr,XW ,Orbit Express Airlines (XW/ORX),Orbit Express Airlines (XW/ORX),593
Aria Air,aria-air-irx,ir,   ,Aria Air (/IRX),Aria Air (/IRX),1417
TUI Airlines Belgium,tui-airlines-belgium-tub,be,TB ,TUI Airlines Belgium (TB/TUB),TUI Airlines Belgium (TB/TUB),797
Tyumen Airlines,tyumen-airlines-tym,ru,7M ,Tyumen Airlines (7M/TYM),Tyumen Airlines (7M/TYM),1048
Aviation Transport Company Yuzmashavia,aviation-transport-company-yuzmashavia-umk,ua,2N ,Aviation Transport Company Yuzmashavia (2N/UMK),Aviation Transport Company Yuzmashavia (2N/UMK),1055
Amaszonas,amaszonas-azn,bo,Z8 ,Amaszonas (Z8/AZN),Amaszonas (Z8/AZN),1661
Mali Airways,mali-airways-mtz,ml,Z8 ,Mali Airways (Z8/MTZ),Mali Airways (Z8/MTZ),538
Aserea Airlines,aserea-airlines-oca,ve,R7 ,Aserea Airlines (R7/OCA),Aserea Airlines (R7/OCA),581
Tower Air,tower-air-tow,us,FF ,Tower Air (FF/TOW),Tower Air (FF/TOW),1594
Frontier Airlines,frontier-airlines-fft,us,F9 ,Frontier Airlines (F9/FFT),Frontier Airlines (F9/FFT),302
Fischer Air,fischer-air-ffr,cz,8F ,Fischer Air (8F/FFR),Fischer Air (8F/FFR),940
Firefly,firefly-ffm,my,FY ,Firefly (FY/FFM),Firefly (FY/FFM),1132
Flying Finn,flying-finn-ffw,fi,   ,Flying Finn (/FFW),Flying Finn (/FFW),1103
Buffalo Airways,buffalo-airways-bfl,ca,J4 ,Buffalo Airways (J4/BFL),Buffalo Airways (J4/BFL),127
Steffen Air Charter Services,steffen-air-charter-services-swx,sz,Q4 ,Steffen Air Charter Services (Q4/SWX),Steffen Air Charter Services (Q4/SWX),745
Air Tahiti,air-tahiti-vta,pf,VT ,Air Tahiti (VT/VTA),Air Tahiti (VT/VTA),855
Berjaya Air,berjaya-air-bvt,my,J8 ,Berjaya Air (J8/BVT),Berjaya Air (J8/BVT),158
Tatonduk Outfitters,tatonduk-outfitters-vts,us,3K ,Tatonduk Outfitters (3K/VTS),Tatonduk Outfitters (3K/VTS),1069
Société Nouvelle Air Ivoire,socit-nouvelle-air-ivoire-vun,ci,VU ,Société Nouvelle Air Ivoire (VU/VUN),Société Nouvelle Air Ivoire (VU/VUN),857
Midway Airlines,midway-airlines-mdw-ml,us,ML ,Midway Airlines (ML/MDW),Midway Airlines (ML/MDW),1358
Malaysia-Singapore Airlines,malaysia-singapore-airlines-msa,sg,ML ,Malaysia-Singapore Airlines (ML/MSA),Malaysia-Singapore Airlines (ML/MSA),1495
African Transport Trading And Investment,african-transport-trading-and-investment-etc,sd,ML ,African Transport Trading And Investment (ML/ETC),African Transport Trading And Investment (ML/ETC),275
Teamline Air,teamline-air-tlw,at,L9 ,Teamline Air (L9/TLW),Teamline Air (L9/TLW),774
Mahalo Air,mahalo-air-mlh,us,8M ,Mahalo Air (8M/MLH),Mahalo Air (8M/MLH),1234
Mihin Lanka,mihin-lanka-mkr,lk,MJ ,Mihin Lanka (MJ/MLR),Mihin Lanka (MJ/MLR),1633
Air Urga,air-urga-urg,ua,3N ,Air Urga (3N/URG),Air Urga (3N/URG),1057
Tianjin Airlines,tianjin-airlines-gcr,cn,GS ,Tianjin Airlines (GS/GCR),Tianjin Airlines (GS/GCR),1236
Livingston,livingston-nlv,it,JN ,Livingston (JN/NLV),Livingston (JN/NLV),1617
Germanwings,germanwings-gwi,de,4U ,Germanwings (4U/GWI),Germanwings (4U/GWI),951
Eurowings,eurowings-ewg,de,EW ,Eurowings (EW/EWG),Eurowings (EW/EWG),282
Centralwings,centralwings-clw,pl,C0 ,Centralwings (C0/CLW),Centralwings (C0/CLW),1100
Smart Wings,smart-wings-tvs,cz,QS ,Smart Wings (QS/TVS),Smart Wings (QS/TVS),1185
Danube Wings,danube-wings-vpa,sk,V5 ,Danube Wings (V5/VPA),Danube Wings (V5/VPA),1265
Africa West,africa-west-wta,tg,FK ,Africa West (FK/WTA),Africa West (FK/WTA),856
Keenair Charter,keenair-charter-jfk,gb,5Q ,Keenair Charter (5Q/JFK),Keenair Charter (5Q/JFK),967
Royal Aruban Airlines,royal-aruban-airlines-ryl,aw,V5 ,Royal Aruban Airlines (V5/RYL),Royal Aruban Airlines (V5/RYL),667
Vnukovo Airlines,vnukovo-airlines-vko,ru,V5 ,Vnukovo Airlines (V5/VKO),Vnukovo Airlines (V5/VKO),1542
Air VIA Bulgarian Airways,air-via-bulgarian-airways-vim,bg,VL ,Air VIA Bulgarian Airways (VL/VIM),Air VIA Bulgarian Airways (VL/VIM),834
