name,url,country,iata,value,label,id
1Time,1time-rnx,za,T6 ,1Time (T6/RNX),1Time (T6/RNX),1109
Aigle Azur,aigle-azur-aaf,fr,ZI ,Aigle Azur (ZI/AAF),Aigle Azur (ZI/AAF),2
Astra Airlines,astra-airlines-azi,gr,A2 ,Astra Airlines (A2/AZI),Astra Airlines (A2/AZI),1370
Azul Brazilian Airlines,azul-brazilian-airlines-azu,br,AD ,Azul Brazilian Airlines (AD/AZU),Azul Brazilian Airlines (AD/AZU),1112
Air Zimbabwe,air-zimbabwe-azw,zw,UM ,Air Zimbabwe (UM/AZW),Air Zimbabwe (UM/AZW),110
Avianca Brazil,avianca-brazil-one,br,O6 ,Avianca Brazil (O6/ONE),Avianca Brazil (O6/ONE),1372
Azzurra Air,azzurra-air-azi,it,ZS ,Azzurra Air (ZS/AZI),Azzurra Air (ZS/AZI),107
Zip Air,zip-air-wzp,ca,3J ,Zip Air (3J/WZP),Zip Air (3J/WZP),1071
Aviacon Zitotrans,aviacon-zitotrans-azs,ru,ZR ,Aviacon Zitotrans (ZR/AZS),Aviacon Zitotrans (ZR/AZS),109
Royal Swazi National Airways,royal-swazi-national-airways-rsn,sz,ZC ,Royal Swazi National Airways (ZC/RSN),Royal Swazi National Airways (ZC/RSN),661
Zambezi Airlines,zambezi-airlines-zma,zm,ZJ ,Zambezi Airlines (ZJ/ZMA),Zambezi Airlines (ZJ/ZMA),1625
MAP Jet,map-jet-mpj,at,AQ ,MAP Jet (AQ/MPJ),MAP Jet (AQ/MPJ),1464
Aloha Airlines,aloha-airlines-aah,us,AQ ,Aloha Airlines (AQ/AAH),Aloha Airlines (AQ/AAH),3
Air Anglia,air-anglia-aq0,gb,AQ ,Air Anglia (AQ/AQ0),Air Anglia (AQ/AQ0),1410
Air Alliance,air-alliance-aaq,ca,3J ,Air Alliance (3J/AAQ),Air Alliance (3J/AAQ),1191
Iraqi Airways,iraqi-airways-iaw,iq,IA ,Iraqi Airways (IA/IAW),Iraqi Airways (IA/IAW),375
PT Bouraq Indonesia Airlines,pt-bouraq-indonesia-airlines-bou,id,BO ,PT Bouraq Indonesia Airlines (BO/BOU),PT Bouraq Indonesia Airlines (BO/BOU),142
Buraq Air Transport,buraq-air-transport-brq,ly,UZ ,Buraq Air Transport (UZ/BRQ),Buraq Air Transport (UZ/BRQ),145
Lebanese Air Transport,lebanese-air-transport-laq,lb,LQ ,Lebanese Air Transport (LQ/LAQ),Lebanese Air Transport (LQ/LAQ),460
Ansett Australia,ansett-australia-aaa,au,AN ,Ansett Australia (AN/AAA),Ansett Australia (AN/AAA),1145
Lufthansa,lufthansa-dlh,de,LH ,Lufthansa (LH/DLH),Lufthansa (LH/DLH),239
Qantas Airways,qantas-airways-qfa,au,QF ,Qantas Airways (QF/QFA),Qantas Airways (QF/QFA),631
Icelandair,icelandair-ice,is,FI ,Icelandair (FI/ICE),Icelandair (FI/ICE),381
Thomas Cook Airlines Scandinavia,thomas-cook-airlines-scandinavia-vkg,dk,DK ,Thomas Cook Airlines Scandinavia (DK/VKG),Thomas Cook Airlines Scandinavia (DK/VKG),837
Air Astana,air-astana-kzr,kz,KC ,Air Astana (KC/KZR),Air Astana (KC/KZR),978
Air Poland,air-poland-aei,pl,4Q ,Air Poland (4Q/AEI),Air Poland (4Q/AEI),1353
OLT Express Poland,olt-express-poland-yap,pl,   ,OLT Express Poland (/YAP),OLT Express Poland (/YAP),1492
Mandarin Airlines,mandarin-airlines-mda,tw,AE ,Mandarin Airlines (AE/MDA),Mandarin Airlines (AE/MDA),512
Trans Maldivian Airways,trans-maldivian-airways-tmw,mv,M8 ,Trans Maldivian Airways (M8/TMW),Trans Maldivian Airways (M8/TMW),1367
Peruvian Airlines,peruvian-airlines-pvn,pe,P9 ,Peruvian Airlines (P9/PVN),Peruvian Airlines (P9/PVN),1443
Air Bagan,air-bagan-jab,mm,W9 ,Air Bagan (W9/JAB),Air Bagan (W9/JAB),1268
Eastwind Airlines,eastwind-airlines-sgr,us,W9 ,Eastwind Airlines (W9/SGR),Eastwind Airlines (W9/SGR),699
Balkan Holidays (BH Air),balkan-holidays-bh-air-bgh,bg,1B ,Balkan Holidays (BH Air) (1B/BGH),Balkan Holidays (BH Air) (1B/BGH),1333
American Airlines,american-airlines-aal,us,AA ,American Airlines (AA/AAL),American Airlines (AA/AAL),4
VivaAerobus,vivaaerobus-viv,mx,VB ,VivaAerobus (VB/VIV),VivaAerobus (VB/VIV),1328
South African Airways,south-african-airways-saa,za,SA ,South African Airways (SA/SAA),South African Airways (SA/SAA),671
Braathens,braathens-bra,no,BU ,Braathens (BU/BRA),Braathens (BU/BRA),144
Asiana Airlines,asiana-airlines-aar,kr,OZ ,Asiana Airlines (OZ/AAR),Asiana Airlines (OZ/AAR),5
Pan American Airways,pan-american-airways-paa,us,PN ,Pan American Airways (PN/PAA),Pan American Airways (PN/PAA),595
Trans Australia Airlines,trans-australia-airlines,au,TN ,Trans Australia Airlines (TN/TAA),Trans Australia Airlines (TN/TAA),1141
Daallo Airlines,daallo-airlines-dao,dj,D3 ,Daallo Airlines (D3/DAO),Daallo Airlines (D3/DAO),225
40-Mile Air,40-mile-air-mla,us,Q5 ,40-Mile Air (Q5/MLA),40-Mile Air (Q5/MLA),521
Virgin Australia,virgin-australia-voz,au,DJ ,Virgin Australia (DJ/VOZ),Virgin Australia (DJ/VOZ),1303
Virgin Blue,virgin-blue-voz,au,DJ ,Virgin Blue (DJ/VOZ),Virgin Blue (DJ/VOZ),848
Skywest Airlines,skywest-airlines-ozw,au,XR ,Skywest Airlines (XR/OZW),Skywest Airlines (XR/OZW),1082
Ozark Air Lines,ozark-air-lines-grp,us,ZO ,Ozark Air Lines (ZO/GRP),Ozark Air Lines (ZO/GRP),339
Mahfooz Aviation,mahfooz-aviation-mzs,sa,M2 ,Mahfooz Aviation (M2/MZS),Mahfooz Aviation (M2/MZS),547
Cosmic Air,cosmic-air-coz,np,F5 ,Cosmic Air (F5/COZ),Cosmic Air (F5/COZ),198
Wings Of Alaska,wings-of-alaska-wak,us,K5 ,Wings Of Alaska (K5/WAK),Wings Of Alaska (K5/WAK),823
Afrinat,afrinat-afu,gh,Q9 ,Afrinat (Q9/AFU),Afrinat (Q9/AFU),35
Kenn Borek Air,kenn-borek-air-kba,ca,4K ,Kenn Borek Air (4K/KBA),Kenn Borek Air (4K/KBA),971
Afriqiyah Airways,afriqiyah-airways-aaw,ly,8U ,Afriqiyah Airways (8U/AAW),Afriqiyah Airways (8U/AAW),869
Allegiant Air,allegiant-air-aay,us,G4 ,Allegiant Air (G4/AAY),Allegiant Air (G4/AAY),6
North Flying,north-flying-nfa,dk,M3 ,North Flying (M3/NFA),North Flying (M3/NFA),560
Air Service,air-service-spj,mk,M3 ,Air Service (M3/SPJ),Air Service (M3/SPJ),719
ABSA,absa-tus,br,M3 ,ABSA (M3/TUS),ABSA (M3/TUS),799
Wright Air Service,wright-air-service-wrt,us,8V ,Wright Air Service (8V/WRT),Wright Air Service (8V/WRT),1067
Aero Asia,aero-asia-rso,pk,E4 ,Aero Asia (E4/RSO),Aero Asia (E4/RSO),662
Elysian Airlines,elysian-airlines-gie,cm,E4 ,Elysian Airlines (E4/GIE),Elysian Airlines (E4/GIE),1598
Sky Airlines,sky-airlines-shy,tr,ZY ,Sky Airlines (ZY/SHY),Sky Airlines (ZY/SHY),1089
Ada Air,ada-air-ade,al,ZY ,Ada Air (ZY/ADE),Ada Air (ZY/ADE),16
Easyjet,easyjet-ezy,gb,U2 ,Easyjet (U2/EZY),Easyjet (U2/EZY),291
Air Togo,air-togo-tga,tg,YT ,Air Togo (YT/TGA),Air Togo (YT/TGA),764
Yeti Airlines,yeti-airlines-nyt,np,YT ,Yeti Airlines (YT/NYT),Yeti Airlines (YT/NYT),1576
MyTravel Airways,mytravel-airways-myt,gb,VZ ,MyTravel Airways (VZ/MYT),MyTravel Airways (VZ/MYT),546
MyTravel Lite,mytravel-lite-liz,gb,VZ ,MyTravel Lite (VZ/LIZ),MyTravel Lite (VZ/LIZ),475
Cape Smythe Air,cape-smythe-air-cmy,us,6C ,Cape Smythe Air (6C/CMY),Cape Smythe Air (6C/CMY),911
Shenzhen Airlines,shenzhen-airlines-csz,cn,4G ,Shenzhen Airlines (4G/CSZ),Shenzhen Airlines (4G/CSZ),917
Gazpromavia Aviation,gazpromavia-aviation-gzp,ru,4G ,Gazpromavia Aviation (4G/GZP),Gazpromavia Aviation (4G/GZP),952
GB Airways,gb-airways-gbl,gb,GT ,GB Airways (GT/GBL),GB Airways (GT/GBL),320
Air Service Gabon,air-service-gabon-agb,ga,G8 ,Air Service Gabon (G8/AGB),Air Service Gabon (G8/AGB),36
Sky King,sky-king-sgb,us,F3 ,Sky King (F3/SGB),Sky King (F3/SGB),697
Global Aviation,global-aviation-gbb,za,QG ,Global Aviation (QG/GBB),Global Aviation (QG/GBB),1329
B.A.C.H. Flugbetriebs,bach-flugbetriebs-bcf,at,B4 ,B.A.C.H. Flugbetriebs (B4/BCF),B.A.C.H. Flugbetriebs (B4/BCF),120
Afric'Air Charter,africair-charter-aff,bj,7A ,Afric'Air Charter (7A/AFF),Afric'Air Charter (7A/AFF),873
Adria Airways,adria-airways-adr,si,JP ,Adria Airways (JP/ADR),Adria Airways (JP/ADR),21
Jetstar Japan,jetstar-japan-jjp,jp,GK ,Jetstar Japan (GK/JJP),Jetstar Japan (GK/JJP),1612
Alaska Central Express,alaska-central-express-aer,us,KO ,Alaska Central Express (KO/AER),Alaska Central Express (KO/AER),28
Hong Kong Express Airways,hong-kong-express-airways-hke,hk,UO ,Hong Kong Express Airways (UO/HKE),Hong Kong Express Airways (UO/HKE),1231
Korean Air Lines,korean-air-lines-kal,kr,KE ,Korean Air Lines (KE/KAL),Korean Air Lines (KE/KAL),425
Bangkok Airways,bangkok-airways-bkp,th,PG ,Bangkok Airways (PG/BKP),Bangkok Airways (PG/BKP),132
Pulkovo Aviation,pulkovo-aviation-plk,ru,FV ,Pulkovo Aviation (FV/PLK),Pulkovo Aviation (FV/PLK),615
Hong Kong Airlines,hong-kong-airlines-crk,hk,HX ,Hong Kong Airlines (HX/CRK),Hong Kong Airlines (HX/CRK),202
KoralBlue Airlines,koralblue-airlines-kbr,eg,K7 ,KoralBlue Airlines (K7/KBR),KoralBlue Airlines (K7/KBR),1107
Cambodia Angkor Air,cambodia-angkor-air-khv,kh,K6 ,Cambodia Angkor Air (K6/KHV),Cambodia Angkor Air (K6/KHV),1277
Kogalymavia Airlines,kogalymavia-airlines-kgl,ru,7K ,Kogalymavia Airlines (7K/KGL),Kogalymavia Airlines (7K/KGL),972
Air Koryo,air-koryo-kor,kp,JS ,Air Koryo (JS/KOR),Air Koryo (JS/KOR),444
Komiinteravia,komiinteravia-kmv,ru,8J ,Komiinteravia (8J/KMV),Komiinteravia (8J/KMV),975
Empire Airlines,empire-airlines-cfs,us,EM ,Empire Airlines (EM/CFS),Empire Airlines (EM/CFS),180
Aero Benin,aero-benin-aeb,bj,EM ,Aero Benin (EM/AEB),Aero Benin (EM/AEB),23
Emirates,emirates-uae,ae,EK ,Emirates (EK/UAE),Emirates (EK/UAE),807
Air Memphis,air-memphis-mhs,eg,   ,Air Memphis (/MHS),Air Memphis (/MHS),1307
National Jet Systems,national-jet-systems-njs,au,NC ,National Jet Systems (NC/NJS),National Jet Systems (NC/NJS),563
Hemus Air,hemus-air-hms,bg,DU ,Hemus Air (DU/HMS),Hemus Air (DU/HMS),360
Japan Air System,japan-air-system-jas,jp,JD ,Japan Air System (JD/JAS),Japan Air System (JD/JAS),1409
Siem Reap Airways International,siem-reap-airways-international-srh,kh,FT ,Siem Reap Airways International (FT/SRH),Siem Reap Airways International (FT/SRH),721
Iran Asseman Airlines,iran-asseman-airlines-irc,ir,EP ,Iran Asseman Airlines (EP/IRC),Iran Asseman Airlines (EP/IRC),391
Empresa Aerocaribbean,empresa-aerocaribbean-crn,cu,7L ,Empresa Aerocaribbean (7L/CRN),Empresa Aerocaribbean (7L/CRN),914
Yemenia,yemenia-iye,ye,IY ,Yemenia (IY/IYE),Yemenia (IY/IYE),404
Air Europe,air-europe-ael,it,PE ,Air Europe (PE/AEL),Air Europe (PE/AEL),27
People Express Airlines,people-express-airlines-pex,us,PE ,People Express Airlines (PE/PEX),People Express Airlines (PE/PEX),1356
People's Viennaline,peoples-viennaline-pev,at,PE ,People's Viennaline (PE/PEV),People's Viennaline (PE/PEV),1595
Skyeurope Airlines,skyeurope-airlines-esk,sk,NE ,Skyeurope Airlines (NE/ESK),Skyeurope Airlines (NE/ESK),273
KLM Cityhopper,klm-cityhopper-klc,nl,WA ,KLM Cityhopper (WA/KLC),KLM Cityhopper (WA/KLC),439
Pegasus Airlines,pegasus-airlines-pgt,tr,PC ,Pegasus Airlines (PC/PGT),Pegasus Airlines (PC/PGT),1014
European Air Transport,european-air-transport-bcs,be,QY ,European Air Transport (QY/BCS),European Air Transport (QY/BCS),121
Air Inter Europe,air-inter-europe-itf,fr,IT ,Air Inter Europe (IT/ITF),Air Inter Europe (IT/ITF),1154
British European Airways,british-european-airways-bea,gb,BE ,British European Airways (BE/BEA),British European Airways (BE/BEA),1105
Swiss European Airlines,swiss-european-airlines,ch,LX ,Swiss European Airlines (LX/SWU),Swiss European Airlines (LX/SWU),1179
Sky Europe Airlines,sky-europe-airlines-hsk,hu,5P ,Sky Europe Airlines (5P/HSK),Sky Europe Airlines (5P/HSK),957
Aegean Airlines,aegean-airlines-aee,gr,A3 ,Aegean Airlines (A3/AEE),Aegean Airlines (A3/AEE),24
Aviation Development Company Plc,aviation-development-company-plc-adk,ng,Z7 ,Aviation Development Company Plc (Z7/ADK),Aviation Development Company Plc (Z7/ADK),18
Canadian Regional Airlines,canadian-regional-airlines-cdr,ca,KI ,Canadian Regional Airlines (KI/CDR),Canadian Regional Airlines (KI/CDR),1241
Adam SkyConnection Airlines,adam-skyconnection-airlines-dhi,id,KI ,Adam SkyConnection Airlines (KI/DHI),Adam SkyConnection Airlines (KI/DHI),229
Time Air,time-air-taf,ca,KI ,Time Air (KI/TAF),Time Air (KI/TAF),1188
Turkish Airlines,turkish-airlines-thy,tr,TK ,Turkish Airlines (TK/THY),Turkish Airlines (TK/THY),769
Niki (flyNiki),niki-flyniki-nly,at,HG ,Niki (flyNiki) (HG/NLY),Niki (flyNiki) (HG/NLY),566
Kingfisher Airlines,kingfisher-red-kfr,in,IT ,Kingfisher Airlines (IT/KFR),Kingfisher Airlines (IT/KFR),237
Uzbekistan Havo Yullary,uzbekistan-havo-yullary-uzb,uz,HY ,Uzbekistan Havo Yullary (HY/UZB),Uzbekistan Havo Yullary (HY/UZB),822
Pakistan International Airlines,pakistan-international-airlines-pia,pk,PK ,Pakistan International Airlines (PK/PIA),Pakistan International Airlines (PK/PIA),609
Contact Air,contact-air-kis,de,C3 ,Contact Air (C3/KIS),Contact Air (C3/KIS),1180
Air Lines of Kuban,air-lines-of-kuban-kil,ru,GW ,Air Lines of Kuban (GW/KIL),Air Lines of Kuban (GW/KIL),436
Arkia,arkia-aiz,il,IZ ,Arkia (IZ/AIZ),Arkia (IZ/AIZ),44
Air Slovakia BWJ,air-slovakia-bwj-svk,sk,GM ,Air Slovakia BWJ (GM/SVK),Air Slovakia BWJ (GM/SVK),738
Kibris Turk Hava Yollari,kibris-turk-hava-yollari-kyv,tr,YK ,Kibris Turk Hava Yollari (YK/KYV),Kibris Turk Hava Yollari (YK/KYV),451
Air Europa,air-europa-aea,es,UX ,Air Europa (UX/AEA),Air Europa (UX/AEA),22
Luxair,luxair-lgl,lu,LG ,Luxair (LG/LGL),Luxair (LG/LGL),469
Air Luxor,air-luxor-lxr,pt,LK ,Air Luxor (LK/LXR),Air Luxor (LK/LXR),499
Cargolux Airlines International,cargolux-airlines-international-clx,lu,CV ,Cargolux Airlines International (CV/CLX),Cargolux Airlines International (CV/CLX),192
Transports et Travaux Aériens de Madagascar,transports-et-travaux-ariens-de-madagascar-tml,mg,OF ,Transports et Travaux Aériens de Madagascar (OF/TML),Transports et Travaux Aériens de Madagascar (OF/TML),777
Luxor Air,luxor-air-lxo,eg,   ,Luxor Air (/LXO),Luxor Air (/LXO),1251
Air Luxor Guinea-Bissau,air-luxor-guinea-bissau-lxg,gw,L8 ,Air Luxor Guinea-Bissau (L8/LXG),Air Luxor Guinea-Bissau (L8/LXG),498
Tuninter,tuninter-tux,tn,UG ,Tuninter (UG/TUX),Tuninter (UG/TUX),1583
Miscellaneous Auxiliary Calegory,miscellaneous-auxiliary-calegory-xcr,us,CR ,Miscellaneous Auxiliary Calegory (CR/XCR),Miscellaneous Auxiliary Calegory (CR/XCR),861
Tulpar Air Service,tulpar-air-service-tux,kz,2T ,Tulpar Air Service (2T/TUX),Tulpar Air Service (2T/TUX),1046
Air Italy,air-italy-aey,it,I9 ,Air Italy (I9/AEY),Air Italy (I9/AEY),1117
Air-Serv,air-serv-ibu,us,I9 ,Air-Serv (I9/IBU),Air-Serv (I9/IBU),378
B&H Airlines,bh-airlines-bon,ba,JA ,B&H Airlines (JA/BON),B&H Airlines (JA/BON),1436
Air Spain,air-spain-ja0,es,JA ,Air Spain (JA/JA0),Air Spain (JA/JA0),1458
Japan Airlines,japan-airlines-jal,jp,JL ,Japan Airlines (JL/JAL),Japan Airlines (JL/JAL),406
Jet Airways India,jet-airways-india-jai,in,9W ,Jet Airways India (9W/JAI),Jet Airways India (9W/JAI),966
Jetairfly,jetairfly-jaf,be,TB ,Jetairfly (TB/JAF),Jetairfly (TB/JAF),1096
Royal Jordanian,royal-jordanian-rja,jo,RJ ,Royal Jordanian (RJ/RJA),Royal Jordanian (RJ/RJA),644
Jat Airways,jat-airways-jat,rs,JU ,Jat Airways (JU/JAT),Jat Airways (JU/JAT),407
Westjet,westjet-wja,ca,WS ,Westjet (WS/WJA),Westjet (WS/WJA),836
Air Canada Jazz,air-canada-jazz-jza,ca,QK ,Air Canada Jazz (QK/JZA),Air Canada Jazz (QK/JZA),423
AnadoluJet,anadolujet-aja,tr,TK ,AnadoluJet (TK/AJA),AnadoluJet (TK/AJA),1350
AZAL Azerbaijan Airlines,azal-azerbaijan-airlines-ahy,az,J2 ,AZAL Azerbaijan Airlines (J2/AHY),AZAL Azerbaijan Airlines (J2/AHY),41
Ariana Afghan Airlines,ariana-afghan-airlines-afg,af,FG ,Ariana Afghan Airlines (FG/AFG),Ariana Afghan Airlines (FG/AFG),31
Condor Flugdienst,condor-flugdienst-cfg,de,DE ,Condor Flugdienst (DE/CFG),Condor Flugdienst (DE/CFG),179
American Falcon,american-falcon-afb,ar,WK ,American Falcon (WK/AFB),American Falcon (WK/AFB),30
Kitty Hawk Aircargo,kitty-hawk-aircargo-kha,us,KR ,Kitty Hawk Aircargo (KR/KHA),Kitty Hawk Aircargo (KR/KHA),431
Knighthawk Air Express,knighthawk-air-express-knx,ca,4I ,Knighthawk Air Express (4I/KNX),Knighthawk Air Express (4I/KNX),976
Aeroflot,aeroflot-afl,ru,SU ,Aeroflot (SU/AFL),Aeroflot (SU/AFL),33
Air Sunshine,air-sunshine-rsi,us,YI ,Air Sunshine (YI/RSI),Air Sunshine (YI/RSI),659
Leisure International Airways,leisure-international-airways-ule,gb,MV ,Leisure International Airways (MV/ULE),Leisure International Airways (MV/ULE),1478
SunExpress,sunexpress-sxs,tr,XQ ,SunExpress (XQ/SXS),SunExpress (XQ/SXS),746
SunExpress Germany,sunexpress-germany-sxd,de,XG ,SunExpress Germany (XG/SXD),SunExpress Germany (XG/SXD),1646
Compania Boliviana de Transporte Aereo Privado Aerosur,compania-boliviana-de-transporte-aereo-privado-aerosur-asu,bo,5L ,Compania Boliviana de Transporte Aereo Privado Aerosur (5L/ASU),Compania Boliviana de Transporte Aereo Privado Aerosur (5L/ASU),889
Rio Sul Linhas Aereos,rio-sul-linhas-aereos-rsl,br,SL ,Rio Sul Linhas Aereos (SL/RSL),Rio Sul Linhas Aereos (SL/RSL),660
Sun Country,sun-country-scx,us,SY ,Sun Country (SY/SCX),Sun Country (SY/SCX),685
Sun Air of Scandinavia,sun-air-of-scandinavia-sus,dk,EZ ,Sun Air of Scandinavia (EZ/SUS),Sun Air of Scandinavia (EZ/SUS),734
Alliance Airlines,alliance-airlines-uty,au,QQ ,Alliance Airlines (QQ/UTY),Alliance Airlines (QQ/UTY),633
Reno Air,reno-air-roa,us,QQ ,Reno Air (QQ/ROA),Reno Air (QQ/ROA),1363
Aerosvit Airlines,aerosvit-airlines-aew,ua,VV ,Aerosvit Airlines (VV/AEW),Aerosvit Airlines (VV/AEW),29
Servicios Avensa,servicios-avensa-svv,ve,VC ,Servicios Avensa (VC/SVV),Servicios Avensa (VC/SVV),742
Joint Stock Company Continental Airways,joint-stock-company-continental-airways-pvv,ru,PC ,Joint Stock Company Continental Airways (PC/PVV),Joint Stock Company Continental Airways (PC/PVV),629
Avair,avair-avv,ie,WV ,Avair (WV/AVV),Avair (WV/AVV),1148
Iceland Express,iceland-express-aeu,is,5W ,Iceland Express (5W/AEU),Iceland Express (5W/AEU),1161
Astraeus,astraeus-aeu,gb,5W ,Astraeus (5W/AEU),Astraeus (5W/AEU),872
Trawel Fly,trawel-fly-aeu,uk,5W ,Trawel Fly (5W/AEU),Trawel Fly (5W/AEU),1482
Palmair,palmair-aeu,uk,5W ,Palmair (5W/AEU),Palmair (5W/AEU),1481
Itapemirim Transportes Aereos,itapemirim-transportes-aereos-itm,br,5W ,Itapemirim Transportes Aereos (5W/ITM),Itapemirim Transportes Aereos (5W/ITM),964
Air Cargo Carriers,air-cargo-carriers-snc,us,2Q ,Air Cargo Carriers (2Q/SNC),Air Cargo Carriers (2Q/SNC),1030
Avitrans Nordic,avitrans-nordic-ets,se,2Q ,Avitrans Nordic (2Q/ETS),Avitrans Nordic (2Q/ETS),1085
GoAir,goair-gow,in,G8 ,GoAir (G8/GOW),GoAir (G8/GOW),1119
Gujarat Airways,gujarat-airways-guj,in,G8 ,Gujarat Airways (G8/GUJ),Gujarat Airways (G8/GUJ),340
Air Gabon,air-gabon-agn,ga,GN ,Air Gabon (GN/AGN),Air Gabon (GN/AGN),37
Aurigny Air Services,aurigny-air-services-aur,gb,GR ,Aurigny Air Services (GR/AUR),Aurigny Air Services (GR/AUR),91
Régional Compagnie Aérienne Européenne,rgional-compagnie-arienne-europenne-rae,fr,YS ,Régional Compagnie Aérienne Européenne (YS/RAE),Régional Compagnie Aérienne Européenne (YS/RAE),636
Business Air,business-air-gnt,gb,II ,Business Air (II/GNT),Business Air (II/GNT),1208
Origin Pacific Airways,origin-pacific-airways-ogn,nz,QO ,Origin Pacific Airways (QO/OGN),Origin Pacific Airways (QO/OGN),585
Gandalf Airlines,gandalf-airlines-gnf,it,G7 ,Gandalf Airlines (G7/GNF),Gandalf Airlines (G7/GNF),332
Magnicharters,magnicharters-gmt,mx,UJ ,Magnicharters (UJ/GMT),Magnicharters (UJ/GMT),1336
Air Georgian,air-georgian-ggn,ca,ZX ,Air Georgian (ZX/GGN),Air Georgian (ZX/GGN),325
Gambia International Airlines,gambia-international-airlines-gnr,gm,GC ,Gambia International Airlines (GC/GNR),Gambia International Airlines (GC/GNR),333
Trigana Air,trigana-air-tgn,id,DW ,Trigana Air (DW/TGN),Trigana Air (DW/TGN),1570
Volotea,volotea-voe,es,V7 ,Volotea (V7/VOE),Volotea (V7/VOE),1592
Air Senegal International,air-senegal-international-sng,sn,V7 ,Air Senegal International (V7/SNG),Air Senegal International (V7/SNG),717
Air Caledonie International,air-caledonie-international-aci,nc,SB ,Air Caledonie International (SB/ACI),Air Caledonie International (SB/ACI),14
S7 Airlines,s7-airlines-sbi,ru,S7 ,S7 Airlines (S7/SBI),S7 Airlines (S7/SBI),680
Augsburg Airways,augsburg-airways-aub,de,IQ ,Augsburg Airways (IQ/AUB),Augsburg Airways (IQ/AUB),88
Transbrasil,transbrasil-tba,br,TR ,Transbrasil (TR/TBA),Transbrasil (TR/TBA),1115
Sibir Airlines,sibir-airlines-sbi,ru,S7 ,Sibir Airlines (S7/SBI),Sibir Airlines (S7/SBI),1496
Sabre,sabre-sbg,us,1S ,Sabre (1S/SBG),Sabre (1S/SBG),1024
Air Srpska,air-srpska-sbk,ba,R6 ,Air Srpska (R6/SBK),Air Srpska (R6/SBK),681
SkyBahamas Airlines,skybahamas-airlines-sbm,bs,Q7 ,SkyBahamas Airlines (Q7/SBM),SkyBahamas Airlines (Q7/SBM),1527
SBS Aircraft,sbs-aircraft-alt,kz,XE ,SBS Aircraft (XE/ALT),SBS Aircraft (XE/ALT),54
Air France,air-france-afr,fr,AF ,Air France (AF/AFR),Air France (AF/AFR),34
South African Express Airways,south-african-express-airways-exy,za,YB ,South African Express Airways (YB/EXY),South African Express Airways (YB/EXY),288
French Air Force,french-air-force-faf,fr,   ,French Air Force (/FAF),French Air Force (/FAF),1245
LGW-Luftfahrtgesellschaft Walter,lgw-luftfahrtgesellschaft-walter-lgw,de,HE ,LGW-Luftfahrtgesellschaft Walter (HE/LGW),LGW-Luftfahrtgesellschaft Walter (HE/LGW),470
Afrique Airlines,afrique-airlines-fbn,bj,X5 ,Afrique Airlines (X5/FBN),Afrique Airlines (X5/FBN),294
European Aviation Air Charter,european-aviation-air-charter-eaf,gb,E7 ,European Aviation Air Charter (E7/EAF),European Aviation Air Charter (E7/EAF),249
Air Namibia,air-namibia-nmb,na,SW ,Air Namibia (SW/NMB),Air Namibia (SW/NMB),567
Swiss International Airlines,swiss-international-airlines-swr,ch,LX ,Swiss International Airlines (LX/SWR),Swiss International Airlines (LX/SWR),741
Swissair,swissair-swr,ch,SR ,Swissair (SR/SWR),Swissair (SR/SWR),1162
Southwest Airlines,southwest-airlines-swa,us,WN ,Southwest Airlines (WN/SWA),Southwest Airlines (WN/SWA),736
Easyjet Switzerland,easyjet-switzerland-ezs,ch,DS ,Easyjet Switzerland (DS/EZS),Easyjet Switzerland (DS/EZS),290
Air Botswana,air-botswana-bot,bw,BP ,Air Botswana (BP/BOT),Air Botswana (BP/BOT),141
Sunwing Airlines,sunwing-airlines-swg,ca,WG ,Sunwing Airlines (WG/SWG),Sunwing Airlines (WG/SWG),1377
Islas Airways,islas-airways-isw,es,IF ,Islas Airways (IF/ISW),Islas Airways (IF/ISW),398
West Air Sweden,west-air-sweden-swn,se,PT ,West Air Sweden (PT/SWN),West Air Sweden (PT/SWN),739
TAESA,taesa-tej,mx,GD ,TAESA (GD/TEJ),TAESA (GD/TEJ),1239
Air Alpha Greenland,air-alpha-greenland-aha,gl,GD ,Air Alpha Greenland (GD/AHA),Air Alpha Greenland (GD/AHA),38
Air Bangladesh,air-bangladesh-bgd,bd,B9 ,Air Bangladesh (B9/BGD),Air Bangladesh (B9/BGD),128
Vologda Air Company,vologda-air-company-vgv,ru,   ,Vologda Air Company (/VGV),Vologda Air Company (/VGV),1623
Modiluft Limited,modiluft-limited-mod,in,HT ,Modiluft Limited (HT/MOD),Modiluft Limited (HT/MOD),526
Hellenic Imperial Airways,hellenic-imperial-airways-imp,gr,HT ,Hellenic Imperial Airways (HT/IMP),Hellenic Imperial Airways (HT/IMP),1506
Aeromist,aeromist-ahw,ua,HT ,Aeromist (HT/AHW),Aeromist (HT/AHW),40
Helitt Lineas Aereas,helitt-lineas-aereas-hth,es,H9 ,Helitt Lineas Aereas (H9/HTH),Helitt Lineas Aereas (H9/HTH),1629
Air Tahiti Nui,air-tahiti-nui-tht,pf,TN ,Air Tahiti Nui (TN/THT),Air Tahiti Nui (TN/THT),768
Livingston Energy Flight,livingston-energy-flight-lvg,it,LM ,Livingston Energy Flight (LM/LVG),Livingston Energy Flight (LM/LVG),497
White Airways,white-airways-wht,pt,   ,White Airways (/WHT),White Airways (/WHT),1260
